ticker	Index	Market Cap	Income	Sales	Book/sh	Cash/sh	Dividend	Dividend %	Employees	Optionable	Shortable	Recom	P/E	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	Quick Ratio	Current Ratio	Debt/Eq	LT Debt/Eq	SMA20	EPS (ttm)	EPS next Y	EPS next Q	EPS this Y	EPS next 5Y	EPS past 5Y	Sales past 5Y	Sales Q/Q	EPS Q/Q	Earnings	SMA50	Insider Own	Insider Trans	Inst Own	Inst Trans	ROA	ROE	ROI	Gross Margin	Oper. Margin	Profit Margin	Payout	SMA200	Shs Outstand	Shs Float	Short Float	Short Ratio	Target Price	52W Range	52W High	52W Low	RSI (14)	Rel Volume	Avg Volume	Volume	Perf Week	Perf Month	Perf Quarter	Perf Half Y	Perf Year	Perf YTD	Beta	ATR	Volatility	Prev Close	Price	Change
CDW	S&P 500	18.90B	735.80M	18.05B	8.68	8.91	1.60	1.19%	9900	Yes	Yes	2.10	26.59	20.15	2.69	1.05	15.53	15.13	33.07	1.30	1.50	3.17	3.12	1.56%	5.07	6.69	1.49	19.40%	9.87%	28.60%	8.40%	-3.10%	-2.60%	Nov 02 BMO	0.40%	0.20%	-3.28%	94.50%	0.04%	8.60%	71.00%	22.20%	17.20%	6.30%	4.10%	29.50%	12.78%	142.70M	141.67M	1.40%	2.33	141.00	73.39 - 146.95	-9.00%	82.20%	54.29	0.72	853.81K	457,384	2.14%	2.33%	4.08%	15.51%	-6.78%	2.28%	1.07	3.03	1.93% 2.40%	134.80	133.72	-0.80%
PRU	S&P 500	33.50B	-94.00M	60.30B	167.51	51.75	4.40	5.24%	51511	Yes	Yes	2.80	-	7.17	-	0.56	0.50	1.62	1.29	-	-	0.34	0.32	6.18%	-0.31	11.71	2.50	10.60%	3.94%	28.60%	3.80%	1.20%	7.60%	Feb 04 AMC	8.83%	0.20%	-3.68%	57.50%	-0.09%	-0.20%	-2.30%	4.90%	-	-2.60%	-2.50%	-	25.93%	395.30M	395.21M	1.37%	2.57	79.92	38.62 - 97.24	-14.16%	116.13%	66.16	0.74	2.11M	1,168,897	3.15%	9.53%	26.50%	30.60%	-11.04%	7.48%	1.68	2.05	2.35% 2.38%	83.91	83.47	-0.52%
EW	S&P 500	53.79B	796.90M	4.37B	6.77	2.11	-	-	13900	Yes	Yes	2.20	69.88	40.71	5.92	12.31	12.92	41.53	78.13	2.60	3.50	0.14	0.14	-0.99%	1.25	2.15	0.53	43.20%	11.81%	5.80%	13.40%	4.30%	19.40%	Jan 27 AMC	2.74%	0.20%	-39.53%	87.80%	1.66%	12.30%	19.70%	21.70%	75.50%	19.60%	18.20%	0.00%	12.44%	622.10M	618.98M	0.80%	1.99	94.35	51.51 - 92.08	-4.89%	70.04%	50.09	0.90	2.47M	1,659,019	-2.18%	4.69%	2.72%	21.77%	10.85%	-4.10%	0.99	2.16	2.16% 2.34%	87.49	87.58	0.10%
CTSH	S&P 500	42.28B	1.47B	16.75B	20.55	8.66	0.88	1.10%	283100	Yes	Yes	2.60	29.68	20.16	11.83	2.52	3.90	9.24	17.15	2.60	2.60	0.22	0.22	-0.41%	2.70	3.97	0.90	-8.40%	2.51%	7.00%	10.30%	-0.10%	-28.90%	Oct 28 AMC	2.13%	0.24%	-6.22%	93.80%	0.07%	8.30%	13.50%	15.40%	36.10%	13.60%	8.80%	31.80%	22.16%	542.00M	529.00M	1.55%	2.82	81.69	40.01 - 82.73	-2.97%	100.63%	52.11	0.48	2.90M	1,041,780	-1.11%	1.09%	8.23%	31.12%	29.43%	-2.32%	1.19	1.65	1.94% 1.92%	80.05	80.27	0.28%
SBUX	S&P 500	116.88B	928.30M	23.52B	-6.67	4.04	1.80	1.77%	349000	Yes	Yes	2.40	131.55	29.90	2.65	4.97	-	25.23	-	0.90	1.10	-	-	-1.19%	0.77	3.41	0.56	-73.10%	49.68%	-15.50%	4.20%	-8.10%	-50.00%	Oct 29 AMC	2.36%	0.10%	-27.78%	69.50%	0.10%	3.30%	-12.10%	15.50%	21.50%	6.60%	3.90%	208.80%	21.40%	1.17B	1.17B	0.95%	1.78	105.18	50.02 - 107.75	-4.90%	104.86%	49.72	0.59	6.29M	2,783,641	-1.48%	-1.45%	14.01%	36.87%	11.23%	-4.82%	0.85	2.08	1.97% 1.79%	101.82	102.47	0.64%
CSX	S&P 500	70.15B	2.78B	10.64B	16.62	3.86	1.04	1.11%	19000	Yes	Yes	2.10	25.98	21.53	4.03	6.59	5.63	24.20	39.39	1.70	1.80	1.30	1.27	1.81%	3.60	4.34	1.00	8.60%	6.45%	16.80%	-1.20%	-11.10%	-11.20%	Jan 21 AMC	2.59%	0.10%	-11.49%	76.70%	0.02%	7.10%	22.90%	14.20%	78.50%	40.40%	26.10%	28.30%	21.96%	765.00M	763.92M	1.19%	2.23	94.29	46.81 - 97.54	-4.52%	98.95%	55.19	0.53	4.09M	1,615,735	-0.57%	5.14%	16.18%	31.55%	24.67%	3.02%	1.14	1.90	2.13% 2.02%	93.49	93.13	-0.39%
GRMN	S&P 500	23.04B	1.02B	3.94B	26.69	8.68	2.44	2.02%	15000	Yes	Yes	2.20	22.72	23.78	4.06	5.85	4.53	13.93	70.26	2.20	3.00	0.00	0.00	1.12%	5.32	5.08	1.38	36.40%	5.60%	21.60%	5.50%	18.70%	36.80%	Oct 28 BMO	2.81%	0.30%	-6.23%	52.10%	0.12%	16.30%	20.80%	19.00%	59.20%	24.40%	25.90%	44.20%	21.54%	191.23M	149.82M	1.20%	2.26	119.13	61.04 - 123.55	-1.84%	98.69%	58.36	0.49	795.52K	292,675	-0.56%	3.13%	22.73%	19.64%	24.37%	1.02%	0.98	2.05	1.49% 1.52%	120.88	121.28	0.33%
HBAN	S&P 500	15.34B	734.00M	3.78B	10.54	7.41	0.60	4.00%	15680	Yes	Yes	2.30	21.19	12.42	-	4.06	1.42	2.02	12.65	-	-	0.86	0.86	12.08%	0.71	1.21	0.29	6.10%	-2.15%	11.90%	16.30%	-15.20%	-20.80%	Jan 22 BMO	17.91%	0.20%	-2.39%	75.90%	-0.19%	0.60%	6.90%	13.10%	-	76.50%	19.40%	83.50%	47.46%	1.02B	1.01B	1.74%	1.63	14.28	6.82 - 15.12	-2.05%	117.16%	73.98	1.04	10.78M	8,307,378	3.88%	19.90%	58.56%	65.38%	3.73%	18.76%	1.41	0.41	2.63% 2.92%	15.00	14.81	-1.27%
HCA	S&P 500	57.38B	3.40B	50.76B	-2.88	19.32	-	-	210000	Yes	Yes	1.80	17.03	14.06	1.62	1.13	-	8.71	4.92	1.00	1.10	-	-	1.21%	9.88	11.97	3.56	10.50%	10.54%	19.30%	6.80%	4.90%	10.50%	Oct 26 BMO	7.19%	0.20%	-28.41%	71.30%	-0.01%	7.10%	-159.40%	19.10%	83.80%	12.90%	6.70%	8.30%	32.88%	338.17M	264.96M	1.52%	2.72	174.95	58.38 - 174.55	-3.48%	188.57%	58.81	0.49	1.49M	543,776	-3.07%	4.61%	24.96%	57.06%	14.28%	2.32%	1.66	4.21	2.29% 2.22%	168.27	168.47	0.12%
ETR	S&P 500	18.69B	1.39B	10.21B	53.80	6.23	3.80	4.04%	13635	Yes	Yes	2.10	13.63	15.79	2.55	1.83	1.75	15.08	8.39	0.40	0.60	2.05	1.82	-1.72%	6.90	5.96	0.66	36.10%	5.35%	3.80%	-2.70%	-7.50%	42.20%	Oct 28 BMO	-8.05%	0.10%	-0.28%	88.40%	0.07%	2.60%	13.30%	5.20%	89.50%	18.30%	13.60%	53.70%	-5.21%	200.22M	199.70M	0.74%	1.16	117.94	75.19 - 135.55	-29.89%	26.38%	40.17	1.07	1.29M	1,027,234	-0.89%	-7.31%	-11.12%	-4.40%	-24.03%	-5.85%	0.52	2.12	2.04% 2.12%	94.00	95.03	1.10%
DIS	DJIA S&P500	313.80B	-2832.00M	65.39B	46.15	9.90	-	-	203000	Yes	Yes	2.00	-	36.67	-	4.80	3.76	17.52	156.20	1.30	1.30	0.71	0.64	-2.85%	-1.56	4.73	-0.45	-125.10%	41.57%	-18.30%	4.50%	-23.10%	-192.60%	Nov 12 AMC	7.96%	0.10%	-13.34%	65.50%	-0.08%	-1.40%	-3.30%	-1.90%	32.90%	-3.00%	-4.40%	-	33.00%	1.81B	1.81B	1.10%	1.73	179.60	79.07 - 183.40	-6.67%	116.47%	50.71	0.96	11.49M	8,242,118	-2.88%	2.44%	37.00%	45.21%	20.17%	-4.28%	1.18	4.67	2.25% 2.29%	173.43	171.16	-1.31%
LKQ	S&P 500	11.82B	598.50M	11.68B	17.71	1.39	-	-	51000	Yes	Yes	1.60	19.95	14.25	0.60	1.01	2.21	28.04	11.55	1.00	2.10	0.58	0.56	2.64%	1.96	2.74	0.58	13.30%	33.50%	6.90%	13.20%	-3.20%	28.80%	Oct 29 BMO	4.13%	0.40%	-5.48%	98.50%	0.14%	4.80%	11.70%	7.50%	39.50%	7.80%	5.10%	0.00%	26.76%	304.27M	299.00M	2.14%	3.35	41.78	13.31 - 40.04	-5.57%	184.07%	55.03	0.59	1.91M	831,748	2.41%	6.72%	26.20%	37.33%	15.18%	10.87%	1.68	1.07	2.73% 2.89%	39.07	37.81	-3.22%
APD	S&P 500	63.18B	1.90B	8.86B	54.54	28.81	5.36	1.87%	19000	Yes	Yes	2.40	33.47	27.14	3.29	7.13	5.25	9.94	-	3.40	3.60	0.65	0.62	4.26%	8.55	10.55	2.18	8.40%	10.16%	14.80%	2.50%	1.60%	-3.30%	Feb 04 BMO	3.69%	0.30%	0.00%	88.10%	2.83%	8.50%	16.20%	8.80%	33.90%	25.30%	21.30%	58.60%	7.57%	221.50M	220.22M	0.74%	1.28	308.15	167.43 - 327.89	-12.45%	71.45%	59.29	0.72	1.28M	687,093	0.34%	7.86%	-3.91%	-0.33%	21.57%	4.77%	0.78	6.29	2.05% 2.14%	286.25	287.07	0.28%
FBHS	S&P 500	12.67B	493.60M	5.90B	18.97	3.27	1.04	1.16%	24700	Yes	Yes	2.60	25.42	18.76	2.78	2.15	4.71	27.28	23.29	1.20	1.90	0.79	0.79	1.98%	3.51	4.76	1.16	13.20%	9.15%	13.30%	7.50%	13.20%	56.30%	Oct 28 AMC	4.49%	0.40%	-48.49%	90.00%	-0.02%	7.80%	20.00%	12.00%	35.50%	12.90%	8.40%	26.50%	21.25%	138.60M	138.36M	1.26%	1.73	95.71	33.90 - 92.59	-3.84%	162.63%	57.44	0.46	1.01M	348,766	0.87%	7.50%	0.90%	29.29%	29.29%	4.18%	1.64	2.50	3.36% 2.87%	89.30	89.03	-0.30%
KMI	S&P 500	35.67B	110.00M	11.94B	13.95	0.28	1.05	6.71%	11086	Yes	Yes	2.40	325.83	17.30	-	2.99	1.12	56.45	53.01	0.50	0.60	1.10	1.03	9.27%	0.05	0.90	0.24	44.70%	-3.50%	1.30%	-4.00%	-9.20%	-10.10%	Oct 21 AMC	11.08%	10.90%	0.25%	62.60%	0.12%	0.20%	0.30%	5.80%	57.20%	21.00%	0.90%	-	9.66%	2.26B	1.95B	1.65%	1.75	16.75	9.42 - 22.58	-31.09%	65.18%	70.13	0.77	18.41M	10,604,945	7.12%	9.29%	20.68%	4.34%	-26.95%	14.41%	1.07	0.42	3.30% 2.64%	15.64	15.56	-0.51%
VNO	S&P 500	7.20B	53.40M	1.61B	29.18	7.43	2.12	5.59%	4008	Yes	Yes	3.10	135.43	-	7.81	4.47	1.30	5.10	-	-	-	1.34	1.34	4.72%	0.28	-0.01	-0.13	706.90%	17.33%	73.00%	-3.60%	-21.90%	-83.60%	Nov 02 AMC	1.31%	8.22%	0.00%	84.60%	-0.02%	0.30%	0.90%	20.90%	48.90%	18.90%	3.30%	893.70%	3.58%	191.16M	175.51M	8.89%	6.09	41.64	27.64 - 68.68	-44.27%	38.46%	55.85	0.73	2.56M	1,382,940	5.83%	-0.42%	11.60%	2.29%	-43.42%	1.55%	1.44	1.29	2.89% 3.54%	37.92	38.27	0.92%
AJG	S&P 500	22.58B	742.00M	7.02B	30.08	3.24	1.80	1.55%	33300	Yes	Yes	2.00	30.33	24.58	2.73	3.22	3.86	35.85	17.57	1.10	1.10	0.79	0.74	-5.00%	3.83	4.72	0.78	2.00%	11.12%	12.30%	9.20%	1.30%	23.20%	Oct 29 AMC	-1.86%	0.30%	-26.48%	85.80%	-0.52%	3.70%	14.50%	9.20%	35.40%	14.70%	11.00%	43.10%	12.68%	191.90M	190.35M	0.73%	1.64	130.00	65.09 - 129.12	-10.20%	78.14%	38.44	0.69	851.19K	436,832	-5.17%	-3.73%	7.59%	13.13%	21.08%	-6.22%	0.67	2.45	2.29% 2.01%	116.01	115.95	-0.05%
NLOK	S&P 500	12.08B	817.00M	2.47B	-0.80	1.77	0.50	2.46%	3600	Yes	Yes	2.40	15.67	13.01	1.12	4.89	-	11.52	-	1.00	1.00	-	-	-2.19%	1.30	1.56	0.37	607.20%	13.95%	41.80%	-8.80%	3.00%	368.90%	Nov 05 AMC	2.28%	0.20%	-2.63%	99.90%	5.22%	33.40%	169.10%	8.20%	84.80%	28.60%	-	9.50%	-1.39%	592.00M	586.32M	4.45%	4.26	25.39	15.12 - 24.40	-16.17%	35.28%	47.98	1.35	6.13M	6,178,335	-3.69%	2.37%	-5.70%	0.84%	28.02%	-2.12%	0.72	0.49	2.67% 2.22%	20.34	20.45	0.57%
XRX	S&P 500	4.58B	363.00M	7.54B	25.80	16.32	1.00	4.34%	25500	Yes	Yes	3.30	14.12	10.37	-	0.61	0.89	1.41	7.50	1.70	2.00	0.93	0.70	-1.72%	1.63	2.22	0.61	69.70%	-10.00%	-5.60%	-6.50%	-18.90%	-38.90%	Oct 27 BMO	1.02%	0.30%	-	89.60%	0.68%	6.20%	16.80%	7.00%	39.10%	7.10%	12.20%	23.40%	19.84%	211.17M	187.88M	2.46%	2.17	19.80	14.22 - 38.69	-41.61%	58.86%	47.14	0.66	2.13M	1,046,558	-2.29%	1.32%	15.14%	32.95%	-37.25%	-0.65%	1.89	0.64	2.16% 2.86%	23.04	22.59	-1.95%
